timestamp,frame_index,structural_dx_pixels,structural_dy_pixels,structural_displacement_pixels,velocity_x_pixels_s,velocity_y_pixels_s,velocity_magnitude_pixels_s,acceleration_x_pixels_s2,acceleration_y_pixels_s2,acceleration_magnitude_pixels_s2,optical_dominant_frequency_hz,valid_feature_count,tracking_quality,measurement_valid,camera_fps
106628.8199,196,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1492
106628.8498,197,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.2093
106628.8794,198,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.2728
106628.9116,199,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6895
106628.9423,200,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6927
106628.9902,201,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1492
106629.0222,202,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1121
106629.0538,203,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1019
106629.0853,204,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.0861
106629.1161,205,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.1176
106629.1462,206,4.2916,-25.701,26.0569,0.0,0.0,0.0,0.0,0.0,0.0,,19,GOOD,True,30.6097
